Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score,Type_of_Loan_No Data,Type_of_Loan_Others,Type_of_Loan_auto loan,Type_of_Loan_credit-builder loan,Type_of_Loan_debt consolidation loan,Type_of_Loan_home equity loan,Type_of_Loan_mortgage loan,Type_of_Loan_not specified,Type_of_Loan_payday loan,Type_of_Loan_personal loan,Type_of_Loan_student loan,Payment_Behaviour_High_spent_Large_value_payments,Payment_Behaviour_High_spent_Medium_value_payments,Payment_Behaviour_High_spent_Small_value_payments,Payment_Behaviour_Low_spent_Large_value_payments,Payment_Behaviour_Low_spent_Medium_value_payments,Payment_Behaviour_Low_spent_Small_value_payments
39.0,17372.48,1371.7066666666667,9.0,5.0,24.0,9.0,41.0,16.0,7.67,12.0,0,4929.35,104.0,1,102.78493684039628,16.159170236977968,238.7721686974705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,88014.39,7172.5325,4.0,5.0,17.0,2.0,13.0,14.0,10.02,5.0,1,1221.97,185.0,1,125.46648428785792,58.7990258995079,772.9877398126342,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17.0,9307.915,581.6595833333333,7.0,10.0,18.0,6.0,15.0,25.0,10.0,12.0,0,2830.92,170.0,1,35.271669839395535,16.971890206610276,275.66018415804683,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45.0,15932.725,1219.7270833333334,6.0,6.0,11.0,1.0,28.0,14.0,9.63,1.0,1,1124.16,334.0,1,13.26805418188136,15.631145898311791,282.0387442556047,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
55.0,34388.0,2711.6666666666665,0.0,5.0,5.0,0.0,7.0,8.0,13.53,2.0,2,874.17,261.0,0,0.0,64.78688448918089,353.5324347738326,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34.0,169293.52,14365.793333333331,2.0,4.0,5.0,1.0,12.0,5.0,10.22,1.0,2,931.52,371.0,2,92.0400801313395,178.93663965554364,61.73602237683917,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
45.0,8305.15,620.0958333333333,7.0,5.0,32.0,9.0,48.0,16.0,1.97,8.0,0,3816.44,32.0,1,48.915991149039904,14.213423110872998,220.9271857718048,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.0,44143.08,3912.59,6.0,7.0,19.0,1.0,23.0,17.0,15.66,7.0,1,547.3,206.0,1,29.10560448639325,46.589538620403566,449.5818987106941,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
45.0,65558.36,5715.196666666668,9.0,8.0,18.0,9.0,48.0,24.0,2.4000000000000004,6.0,0,2239.44,97.0,1,268.99179470376555,65.39724547908932,183.34231472562732,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29.0,7056.405,486.03375,4.0,3.0,30.0,4.0,22.0,15.0,19.06,11.0,1,2570.42,195.0,2,16.372292852957088,0.0,269.6972451299703,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43.0,105345.4,8505.783333333333,7.0,3.0,8.0,4.0,13.0,13.0,9.53,12.0,1,294.33,109.0,1,344.4968778664032,106.56076045842372,639.5206950085064,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43.0,112287.51,9097.2925,3.0,5.0,5.0,3.0,11.0,5.0,3.84,4.0,2,281.28,229.0,0,167.0641236073926,72.20205679078485,661.8988029788466,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,143252.76,12131.73,5.0,7.0,10.0,4.0,21.0,10.0,9.5,1.0,2,1186.86,339.0,0,251.7271911749706,132.74987238533836,568.2883883912417,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47.0,38690.04,3074.17,5.0,3.0,16.0,2.0,11.0,11.0,10.39,3.0,1,590.94,366.0,2,40.095337319239846,22.79534031379348,339.0561978143563,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54.0,34476.64,2888.3468233198964,5.0,6.0,19.0,2.0,8.0,12.0,11.44,2.0,1,772.61,284.0,1,164.9956285991622,22.084240579066485,349.8233468252622,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33.0,134341.05,11116.0875,1.0,3.0,9.0,2.0,3.0,12.0,9.86,4.0,2,408.12,185.0,2,186.9434011182671,141.963494557071,627.2155943702826,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32.0,13961.155,1322.4295833333333,6.0,3.0,20.0,4.0,17.0,14.0,7.73,0.0,1,1406.02,332.0,0,40.17141518726413,25.560839671213163,250.69784871213315,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28.0,80892.92,6767.076666666668,8.0,4.0,23.0,6.0,9.0,10.0,14.11,11.0,1,1701.02,80.0,1,250.5471427140596,82.33217626220217,475.6628225413001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.0,19662.27,1351.5225,2.0,3.0,8.0,1.0,20.0,10.0,2.58,6.0,2,879.41,300.0,2,15.645155900068357,32.888286502733976,336.6188075971977,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54.0,21818.285,1874.1904166666664,2.0,2.0,12.0,2.0,3.0,6.0,7.53,0.0,2,818.31,298.0,0,30.133133223380646,21.543563574372808,375.7423448689132,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.0,31936.05,2432.3375,3.0,7.0,11.0,4.0,5.0,8.0,14.79,1.0,1,1380.76,308.0,1,98.14745279416854,74.65261031988358,264.4679420148776,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18.0,19125.75,1437.8125,3.0,6.0,4.0,3.0,19.0,14.0,11.32,0.0,2,1243.2,250.0,0,33.557744248711664,27.960536472651096,305.0783941310208,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44.0,55128.27,4854.0225,7.0,7.0,16.0,8.0,21.0,21.0,16.32,8.0,0,2694.82,66.0,1,328.31883588524835,45.2552317388996,0.0954824960197697,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53.0,41794.32,3347.86,0.0,5.0,7.0,3.0,1.0,12.0,3.78,4.0,2,302.02,311.0,2,89.81563465332981,24.622475126640182,352.8386089504282,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15.0,72524.2,5908.6833333333325,6.0,5.0,17.0,3.0,44.0,21.0,8.74,9.0,0,2699.4,183.0,1,153.03345685022464,148.76836070410332,493.9055395405284,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.0,90661.35,7346.1125,8.0,3.0,11.0,2.0,29.0,6.0,14.76,9.0,1,1375.13,195.0,1,113.12629803961146,79.2552155176627,417.35787875317146,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27.0,129473.16,10959.43,3.0,4.0,10.0,3.0,25.0,13.0,8.61,8.0,1,568.21,233.0,1,255.32790499097848,154.76656828749452,568.5386111485917,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.0,19559.45,1665.9541666666669,5.0,4.0,20.0,4.0,19.0,20.0,16.77,5.0,1,1115.06,229.0,1,38.28721652807197,25.741711157036505,329.8286605519598,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42.0,39191.16,3238.9300000000007,8.0,3.0,8.0,4.0,26.0,11.0,2.09,0.0,1,1146.38,242.0,0,119.92649037461533,51.45856437009338,367.7374864341229,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50.0,63362.6,5036.216666666666,4.0,6.0,15.0,1.0,18.0,16.0,16.57,6.0,1,302.87,258.0,1,30.17383525270052,62.252468933467725,154.58731556262592,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
38.0,48518.88,4213.24,7.0,9.0,25.0,5.0,20.0,25.0,3.48,11.0,0,3771.66,148.0,1,117.95045246540958,61.13118400349747,429.0356019596962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34.0,50811.27,4387.2725,6.0,4.0,20.0,3.0,18.0,14.0,8.01,5.0,1,1274.59,76.0,1,107.32946356018452,44.4541494555929,472.24317492253306,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28.0,20685.51,1779.7924999999998,6.0,5.0,27.0,4.0,42.0,19.0,19.7,10.0,0,1256.46,237.0,1,44.049700917701024,45.82016525550385,272.9450465663225,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25.0,93550.95,7847.912500000001,3.0,5.0,11.0,0.0,19.0,10.0,7.03,4.0,1,1272.54,211.0,1,0.0,117.398328747038,552.2893612482068,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24.0,118041.38999999998,9709.7825,3.0,1.0,3.0,1.0,15.0,10.0,3.02,3.0,2,836.67,381.0,0,87.71540671434771,71.18317719840955,979.1692674537918,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
44.0,34980.94,2653.078333333333,1.0,5.0,7.0,3.0,8.0,11.0,4.66,3.0,2,715.01,205.0,0,52.92380655556158,22.297638395870447,224.8467351392497,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21.0,30272.61,2258.7175,3.0,3.0,15.0,1.0,30.0,8.0,8.83,9.0,1,180.94,197.0,1,17.975850989790292,54.66555554342681,387.68044016500505,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
35.0,19055.25,1875.9375,8.0,7.0,14.0,1.0,19.0,17.0,8.63,0.0,1,61.58,261.0,1,15.430221047776447,31.629126255339514,365.5166188257401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,40206.26,3552.521666666667,3.0,3.0,15.0,1.0,24.0,12.0,14.98,3.0,1,736.97,370.0,1,17.787342213516453,58.44892818803426,392.7935793209549,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53.0,20875.67,1536.6391666666666,5.0,3.0,10.0,4.0,7.0,17.0,8.49,1.0,2,1363.29,264.0,0,38.072524934070174,52.81582034531748,316.188031615385,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33.0,37824.65,3208.054166666667,5.0,2.0,3.0,3.0,6.0,8.0,2.78,5.0,2,69.84,331.0,2,67.56184427558624,29.281094554271032,398.70014112662767,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27.0,56580.63,4660.0525,6.0,5.0,23.0,2.0,22.0,10.0,14.98,12.0,1,1784.38,77.0,1,92.73864405350108,37.20721402779784,436.1843584962612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35.0,16511.455,1554.9545833333334,8.0,5.0,15.0,4.0,19.0,12.0,8.46,4.0,1,84.74,254.0,0,40.607569442788,25.781472447628524,327.05397956784844,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51.0,12221.185,853.4320833333333,3.0,5.0,18.0,1.0,29.0,9.0,18.2,5.0,1,1155.33,387.0,1,6.29857321686096,28.14589222241201,320.8987428940604,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
52.0,143351.28,12014.94,8.0,6.0,3.0,2.0,15.0,13.0,8.3,4.0,2,996.96,329.0,2,225.7255709866269,118.49503633245575,787.6204685989958,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49.0,88165.12,7547.093333333332,5.0,4.0,3.0,2.0,16.0,6.0,4.48,1.0,2,67.9,248.0,0,85.91595826365645,84.54061658876486,520.2195712815742,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.0,68354.84,5851.236666666668,5.0,5.0,7.0,7.0,23.0,10.0,19.95,5.0,1,914.82,109.0,1,241.74633356283871,85.74807406832619,304.4853474807004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50.0,125033.0,10585.416666666666,5.0,6.0,7.0,1.0,19.0,9.0,5.95,0.0,1,1369.98,323.0,1,99.42376274979,75.73899426592037,496.2103095538233,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
53.0,77906.25,6399.1875,3.0,5.0,5.0,4.0,26.0,17.0,14.47,4.0,2,583.4,225.0,0,173.56855766187095,106.77438120268816,177.41272407484226,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17.0,17196.13,1481.0108333333335,9.0,7.0,32.0,7.0,41.0,18.0,17.45,11.0,0,3495.11,170.0,2,74.73334890870491,35.10669896422985,254.5166054004861,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.0,74961.78,6492.815,1.0,3.0,11.0,2.0,15.0,9.0,5.41,0.0,2,245.46,326.0,0,70.89350395761144,79.83988227637293,401.37470611126406,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.0,42541.92,3445.16,6.0,5.0,7.0,5.0,8.0,11.0,14.31,5.0,1,240.24,154.0,1,162.37537379542317,22.627996447578106,336.1663316302569,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47.0,11617.39,850.1158333333333,7.0,7.0,16.0,1.0,22.0,16.0,17.009999999999998,7.0,1,816.39,389.0,1,5.463308977561259,20.73741716456772,297.5732265526695,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
37.0,20175.44,1782.2866666666666,10.0,7.0,23.0,3.0,35.0,18.0,9.18,6.0,0,1698.06,225.0,1,30.59452087388108,21.01311358876769,366.62103220401787,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.0,66914.37,5331.197499999998,8.0,6.0,19.0,4.0,9.0,18.0,4.72,8.0,1,181.41,222.0,0,204.9223095399105,59.13292771270797,270.1710308511624,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29.0,15855.34,1198.2783333333334,7.0,7.0,15.0,7.0,9.0,20.0,17.310000000000002,6.0,1,1332.7,126.0,1,60.21398982535512,0.0,245.79007898611408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.0,17222.53,1697.210833333333,8.0,4.0,18.0,0.0,10.0,19.0,17.38,4.0,1,1163.47,340.0,1,0.0,17.08081690406111,317.14093897543114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.0,28647.75,2161.3125,5.0,6.0,5.0,5.0,5.0,12.0,24.36,7.0,1,82.6,75.0,1,113.19231542947644,27.409410576176768,245.969952524904,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15.0,15531.09,1133.2575,8.0,5.0,22.0,5.0,20.0,17.0,2.26,6.0,0,4734.52,169.0,1,41.74227148886381,24.381947510099828,311.3930838932793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54.0,18524.52,1739.71,2.0,3.0,8.0,0.0,14.0,5.0,9.58,3.0,2,865.36,330.0,2,0.0,23.4346015366772,390.4381292119048,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44.0,119242.68,9849.89,8.0,3.0,7.0,1.0,16.0,11.0,1.54,1.0,1,746.75,249.0,2,85.65308708581176,113.12615616104236,885.2893377700107,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18.0,15383.17,1196.930833333333,8.0,8.0,28.0,8.0,44.0,18.0,29.3,16.0,0,4609.09,91.0,1,97.58330639993844,37.84509802962429,254.2646789037706,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.0,35603.8,2869.9833333333336,6.0,6.0,30.0,7.0,48.0,17.0,22.12,12.0,0,4041.44,17.0,1,124.6444928564958,64.24415267187203,298.76712979045897,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16.0,7495.305,533.60875,6.0,5.0,28.0,4.0,22.0,14.0,17.12,10.0,1,2354.21,72.0,1,16.15751628900221,0.0,270.08712435474604,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28.0,69478.76,5902.8966666666665,3.0,6.0,11.0,4.0,13.0,14.0,4.34,7.0,1,599.17,326.0,0,190.73897636282712,75.66891372983464,505.0484491225413,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24.0,159327.84,13543.32,3.0,6.0,12.0,4.0,7.0,6.0,9.34,0.0,2,803.43,206.0,0,443.6757809360507,151.19282628882115,999.4633927751282,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37.0,40514.84,3511.236666666666,2.0,5.0,3.0,3.0,5.0,7.0,2.64,5.0,2,151.33,219.0,0,55.84685586012858,27.4969828980571,481.30004939226393,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52.0,139294.4,11380.866666666669,3.0,3.0,9.0,0.0,10.0,0.0,7.45,3.0,2,499.06,251.0,0,0.0,248.55994781665527,1101.6207801861742,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,116721.18,9552.765,2.0,1.0,12.0,1.0,4.0,6.0,10.12,3.0,2,48.88,269.0,0,82.91422168665417,94.26103613010504,230.7438291672888,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
19.0,31204.74,2888.395,8.0,4.0,8.0,4.0,30.0,18.0,4.75,4.0,1,611.99,76.0,1,96.220995476677,131.37419321648105,292.8459084049679,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,67059.18,5398.264999999999,8.0,6.0,18.0,4.0,19.0,17.0,11.57,8.0,1,255.76,73.0,1,167.12399949917537,90.00620496442025,396.1948637836472,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44.0,14266.53,1071.8775,3.0,4.0,11.0,1.0,17.0,12.0,2.71,0.0,1,1238.04,257.0,0,6.047543103511933,20.85855329595656,294.94865287637424,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,9381.05,559.7541666666666,10.0,10.0,16.0,7.0,19.0,21.0,7.29,8.0,0,1625.4,232.0,1,27.91818864063458,13.023866559979815,248.63558127802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.0,44378.19,3986.1825,8.0,7.0,22.0,7.0,58.0,16.0,27.16,12.0,0,4117.61,162.0,1,185.4945100905054,63.184155660263,387.2730450324957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43.0,29647.92,2329.66,6.0,4.0,19.0,4.0,4.0,10.0,10.9,5.0,1,516.42,210.0,2,82.41882696391812,68.09145175929054,271.62925491956014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39.0,17692.555,1711.3795833333334,5.0,4.0,9.0,1.0,22.0,17.0,18.74,3.0,1,813.67,296.0,1,11.826839482592694,32.23419367482687,392.32125908741057,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
43.0,41122.99,3661.915833333333,2.0,3.0,7.0,1.0,7.0,0.0,4.15,1.0,2,439.94,310.0,0,29.87624053914999,47.44737448694212,452.1334400010653,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
31.0,44729.8,3728.4833333333336,5.0,4.0,6.0,0.0,8.0,8.0,2.82,0.0,2,512.83,310.0,0,0.0,26.12972411161269,484.6790284522276,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46.0,27589.12,2343.093333333333,4.0,5.0,15.0,1.0,25.0,20.0,3.89,0.0,1,99.33,229.0,0,22.087933891272627,38.43377647982182,423.78762296223886,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
42.0,20574.47,1740.539166666667,6.0,3.0,14.0,4.0,6.0,10.0,14.74,11.0,1,749.95,133.0,1,49.348666321498655,23.56048988935808,267.45972450799104,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.0,26104.48,1995.3733333333328,4.0,4.0,14.0,7.0,11.0,14.0,10.51,9.0,1,377.32,80.0,1,87.21995047930777,27.566185017421088,300.7194936688948,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29.0,9550.435,719.8695833333333,9.0,5.0,19.0,8.0,24.0,13.0,1.85,14.0,0,1823.14,152.0,1,48.021137822504905,0.0,257.4083839818225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27.0,43319.96,3777.9966666666655,3.0,7.0,3.0,0.0,12.0,0.0,3.47,0.0,2,572.17,219.0,0,0.0,42.546035140061385,349.4101739812976,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29.0,64247.12,5330.926666666667,7.0,10.0,29.0,6.0,45.0,20.0,11.98,10.0,0,1808.12,111.0,1,181.34233189014068,62.53052844214139,539.2198063343847,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35.0,22410.53,2071.5441666666666,7.0,5.0,14.0,2.0,7.0,16.0,11.51,0.0,1,33.85,350.0,1,31.839414299400783,40.30290123976364,363.7576419229366,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49.0,81365.06999999999,6899.4225,3.0,3.0,6.0,4.0,8.0,13.0,11.73,2.0,1,1188.76,268.0,1,250.3763595401097,57.54774281909876,556.6721731365826,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19.0,35787.86,2820.3216666666667,9.0,7.0,31.0,4.0,51.0,24.0,1.3,6.0,0,2486.5,241.0,1,76.88428434183241,60.78159696557002,201.19206803877069,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36.0,34483.9,2613.6583333333333,8.0,7.0,29.0,9.0,58.0,17.0,2.12,10.0,0,4386.53,151.0,1,183.994723487218,31.651350519007583,19.354330843556053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45.0,23973.16,2036.763333333333,7.0,7.0,10.0,2.0,15.0,15.0,13.07,11.0,1,874.39,391.0,1,30.13805345805953,25.31813809126381,227.70054053754936,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29.0,33444.19,2868.015833333333,4.0,6.0,6.0,0.0,13.0,14.0,19.83,2.0,1,109.26,318.0,1,0.0,22.34943946802476,367.6586968921859,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.0,57264.0,4933.0,7.0,6.0,30.0,8.0,42.0,15.0,0.5,15.0,0,4730.75,127.0,1,283.62232065995465,53.24084693329206,396.4368324067534,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29.0,40369.07,3186.089166666666,0.0,4.0,10.0,0.0,9.0,0.0,10.03,0.0,2,570.51,333.0,0,0.0,65.09366371204395,500.879634600764,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36.0,14115.22,1309.2683333333332,6.0,5.0,16.0,9.0,16.0,18.0,6.54,13.0,0,3346.41,40.0,1,96.7758917594763,38.989851093044365,182.96706772070743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34.0,40743.16,3492.453390030813,6.0,9.0,19.0,5.0,28.0,22.0,29.12,10.0,0,2791.95,72.0,1,137.77949572848794,46.50912865138952,308.7552692178174,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54.0,78113.56,6486.463333333332,0.0,4.0,9.0,2.0,8.0,10.0,10.28,2.0,2,978.3,296.0,0,103.3982068456582,93.17306054538702,458.2926302906505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40.0,17379.88,1657.3233333333335,7.0,7.0,22.0,9.0,27.0,20.0,6.85,6.0,0,2383.67,213.0,1,78.26611994226198,29.37971123567836,312.23567037293867,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43.0,18598.17,1575.8475,8.0,7.0,16.0,2.0,17.0,15.0,12.21,8.0,1,667.98,239.0,1,18.896396334305955,45.90816270963944,217.39115972249573,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45.0,34081.78,2922.537694271435,6.0,6.0,30.0,8.0,60.0,16.0,24.91,8.0,0,2612.33,92.0,1,380.3924433767787,27.30985806863537,55.75458354953193,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37.0,64397.88,5240.49,7.0,5.0,11.0,0.0,21.0,18.0,14.43,7.0,1,1001.74,226.0,1,0.0,79.74652605752573,684.3024739424742,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41.0,34216.85,2718.4041666666667,4.0,5.0,12.0,0.0,25.0,18.0,12.41,11.0,1,1283.78,264.0,1,0.0,34.96827074858699,383.41519481267767,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42.0,99573.12,8240.76,5.0,4.0,13.0,3.0,13.0,14.0,6.94,0.0,1,327.22,314.0,0,196.216030668979,58.54050452929814,532.3083737192803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.0,73355.38,6136.948333333334,3.0,7.0,12.0,1.0,16.0,10.0,11.56,7.0,1,998.81,339.0,0,36.42229863478497,64.16411957813885,385.7306831502499,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16.0,15135.96,1300.33,4.0,3.0,22.0,2.0,29.0,13.0,16.86,9.0,1,1989.26,69.0,1,23.03452455102905,17.462967943315633,289.0864786903171,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19.0,40846.36,3614.863333333333,3.0,2.0,7.0,1.0,0.0,7.0,6.53,1.0,2,1262.52,233.0,2,28.16283871501328,32.58936416434572,526.8090442765638,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
55.0,28517.53,2139.460833333333,1.0,4.0,8.0,4.0,0.0,7.0,5.64,1.0,2,263.92,194.0,0,89.35557336971755,32.40018226736921,329.44389481138575,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.0,16063.455,1142.62125,8.0,6.0,7.0,2.0,16.0,18.0,15.79,9.0,1,355.79,196.0,1,22.0596506930977,55.04545070757978,299.3510946539002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17.0,8953.055,807.0879166666667,3.0,10.0,30.0,5.0,23.0,14.0,15.76,7.0,1,1539.76,206.0,1,22.596985671832947,16.987344794088585,304.45230349019266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27.0,60238.56,4907.88,10.0,8.0,17.0,7.0,54.0,18.0,7.97,6.0,0,1825.6,122.0,1,302.40650067619214,55.027932187598935,185.9287810978508,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,19055.25,1875.9375,8.0,7.0,14.0,1.0,19.0,18.0,8.63,5.0,1,61.58,262.0,1,15.430221047776447,31.629126255339514,325.7889105512382,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35.0,125047.24,10682.603333333334,2.0,5.0,9.0,0.0,11.0,4.0,7.83,3.0,2,1223.02,329.0,0,0.0,98.0067922113495,251.5697532440504,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.0,9447.12,823.2600000000001,10.0,10.0,34.0,7.0,54.0,17.0,19.61,9.0,1,1510.44,136.0,1,34.10432842895691,17.000508102204886,290.1607232641456,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,8175.65,424.30416666666673,8.0,10.0,15.0,7.0,43.0,22.0,17.47,11.0,0,4156.36,30.0,1,30.116961738942127,0.0,264.1474106653235,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
